unit_number,time_stamp,status,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21
unit_4,7/18/2016 12:00,0,-0.004,0.0004,High,518.67,642.22,1579.86,1400.33,,21.58,556.24,2388.04,,1.3,47.19,523.96,2388,8145.81,8.3596,0.03,391,2388,100,39.05,23.5201
unit_4,2/22/2016 12:00,0,0.0013,0.0002,High,518.67,642.05,1585.97,1389,14.62,21.58,554.77,2387.99,9061.14,1.3,47.2,522.89,2388.03,8135.04,8.406,0.03,392,,100,38.95,23.4611
unit_6,8/5/2016 12:00,0,-0.0044,-0.0002,High,518.67,642.57,,1394.68,14.62,21.5,556.31,2387.99,9067.55,1.3,47.32,523.09,2388.08,8147.45,8.3302,0.03,393,2388,100,39.07,23.3578
unit_2,5/13/2015 12:00,0,-0.0001,-0.0001,High,518.67,642.12,1582.61,1396.11,14.62,21.57,551.54,2387.67,9041.82,1.3,47.11,519.27,,8122.51,8.3919,0.03,390,2388,100,39,23.2443
unit_5,1/25/2015 12:00,0,10.0014,0.25,High,489.05,604.23,1492.51,1299.73,10.52,15.46,394.58,2318.79,8775.86,1.26,44.96,,2387.99,8129.2,8.6055,0.03,367,2319,100,28.67,17.2802
unit_5,11/24/2014 12:00,0,34.9993,0.8415,High,,555.57,1355.68,1117.67,5.48,7.97,193.5,2222.84,8343.38,1.02,41.52,181.91,2387.89,8065.35,9.2706,0.02,332,2223,100,,8.9218
unit_3,10/27/2016 12:00,0,-0.0002,-0.0003,High,518.67,642.04,,1396.6,14.62,21.57,553.66,2387.95,9047.73,1.3,47.14,521.53,2387.97,8136.17,8.386,0.03,391,2388,100,38.88,23.3419
unit_9,3/13/2017 12:00,0,0.0021,-0.0004,High,518.67,642.07,1580.8,,14.62,21.56,553.52,2387.98,,,47.01,,2387.98,8133.46,8.4018,0.03,391,2388,100,38.95,23.3519
unit_8,10/19/2015 12:00,0,10.0068,0.25,High,489.05,604.39,1495,1295.11,10.52,15.48,393.69,,8774.17,1.26,44.99,371.84,2387.96,8124.09,8.6188,0.03,368,2319,100,28.8,17.1703
unit_10,10/11/2017 12:00,0,35.0035,0.84,High,449.44,554.78,1366.61,1131.48,5.48,7.98,194.65,2222.91,8349.3,1.02,41.6,182.9,2388.06,8072.78,9.2676,0.02,,2223,100,14.86,8.9155
unit_9,12/21/2016 12:00,0,0.0003,-0.0001,High,518.67,642.04,1588.12,1396.41,14.62,21.57,553.07,2387.91,9048.35,1.3,47.16,521.04,2387.92,8132.45,8.3647,0.03,390,2388,100,38.97,23.3171
unit_9,8/26/2016 12:00,0,-0.002,0.0003,High,518.67,642.09,1581.12,1392.24,14.62,21.57,,2387.91,9048.42,1.3,46.88,520.25,2387.91,8133.84,,0.03,390,2388,100,39,23.3341
unit_10,10/31/2017 12:00,0,0.0011,0.0008,High,,641.44,1585.26,1394.12,14.62,21.58,555.41,2387.99,9053.26,1.3,47.06,522.9,2387.97,8140.06,8.3957,0.03,390,2388,100,39.05,23.4977
unit_7,10/9/2014 12:00,0,0.0019,0.0002,High,518.67,642.74,1574.37,1390.9,14.62,21.59,553.98,2388,9054.48,1.3,47.19,522.79,2387.99,8134.08,8.3845,0.03,390,2388,,39.01,23.2765
unit_2,11/3/2015 12:00,0,-0.0023,0.0004,High,518.67,642.23,1580.82,1388.62,14.62,21.57,553.04,2387.98,9045.7,1.3,47.09,519.78,2387.87,8129.87,8.3859,0.03,390,,100,38.83,23.3541
unit_4,10/27/2015 12:00,0,-0.0007,-0.0004,High,518.67,642.34,1577.89,1393.22,14.62,21.59,554.8,2387.96,9054.68,1.3,47.13,522.42,2388.03,8137.67,8.363,0.03,392,2388,100,39,23.4537
unit_7,8/16/2015 12:00,0,-0.002,0.0004,High,518.67,642.26,1591.17,1406.74,14.62,21.58,559.69,2388.15,9083.96,1.31,47.4,527.12,2388.14,8151.82,8.3312,0.03,393,2388,100,39.39,23.4781
unit_3,8/1/2016 12:00,0,-0.0022,0.0002,High,518.67,641.87,1580.18,1391.88,14.62,21.58,552.22,2388.01,9050.65,1.3,47.16,520.39,2387.91,8132.53,8.3827,0.03,389,2388,100,38.92,23.2776
unit_1,6/7/2017 12:00,0,9.9998,0.2517,High,489.05,605.06,1499.63,1303.68,10.52,15.48,395.98,2318.83,8783.76,1.26,45.25,372.71,2388.06,8130.88,8.6023,0.03,368,2319,100,28.46,17.2401
unit_4,8/1/2016 12:00,0,0.0007,0.0003,High,518.67,642.53,1580.46,1404.89,14.62,21.58,556.36,,9058.44,1.3,47.24,523.54,2388.04,8144.78,8.3369,0.03,393,2388,100,39.2,23.5621
unit_3,7/5/2016 12:00,0,-0.0003,-0.0002,High,518.67,641.93,1579.81,1391.18,14.62,21.58,552.31,2387.91,9038.86,1.3,46.97,520.91,2387.94,8132.22,8.3865,,391,2388,100,38.97,23.3608
unit_8,9/28/2016 12:00,0,20.0079,0.7,High,491.19,607.43,1488.26,1242.34,9.35,13.63,337.65,2324.11,8734.15,1.08,44.2,317.19,2388.24,8075.98,9.1183,0.02,364,2324,,24.72,14.7833
unit_10,5/27/2017 12:00,0,0.0004,,High,518.67,641.93,1577.25,1400.46,14.62,21.59,554.08,2387.95,9059.85,1.3,47.28,522.41,2387.94,8132.57,8.414,,390,2388,,38.92,23.3699
unit_4,9/6/2016 12:00,0,-0.002,0,High,518.67,641.94,1582.53,1406.11,14.62,21.58,,2388.12,9064.87,1.3,47.36,525.38,2388.1,8143.2,8.3661,0.03,394,2388,100,,23.3314
unit_5,12/12/2014 12:00,0,25.0038,0.6212,Low,462.54,536.08,1259.79,1034.36,7.05,9,175.32,1915.27,8004.15,0.94,36.52,163.69,2028.16,7869.61,10.8333,0.02,305,1915,84.93,14.32,8.5893
unit_3,7/18/2016 12:00,0,0.0011,-0.0004,High,,641.97,1584.75,1398.09,14.62,21.58,552.54,2387.97,9043.69,1.3,,521.43,2387.97,8130.84,8.4254,0.03,391,2388,100,39.04,
unit_6,7/3/2015 12:00,0,0.0003,-0.0002,High,518.67,642.34,,1391.15,14.62,21.58,551.51,2387.37,9035.36,1.3,47.14,519.14,2387.37,8120.25,8.4304,0.03,391,2388,100,38.88,23.29
unit_4,10/8/2015 12:00,0,-0.0003,-0.0001,High,518.67,,1583.4,1402.8,14.62,21.59,554.76,2388,9061.98,1.3,47.09,523.17,2388.01,8138.7,,0.03,391,2388,100,39.21,23.5091
unit_6,7/2/2016 12:00,0,0.0005,-0.0001,High,518.67,642.05,1584.84,1398.39,14.62,21.52,553.47,2387.98,9058.02,1.3,47.19,521.44,2387.99,8144.19,8.3475,0.03,392,,100,39.22,23.3851
unit_7,8/11/2015 12:00,0,0.0022,-0.0001,High,518.67,,1594.31,1413.47,14.62,21.58,558.61,2388.17,9077.86,1.31,47.61,527.19,2388.12,8158.18,8.3382,0.03,393,2388,100,,23.6332
unit_8,2/12/2016 12:00,0,25.0032,0.62,Low,462.54,,1261.72,1040.51,7.05,9.01,,1915.29,8004.61,0.93,36.4,164.07,2028.15,7866.18,10.8801,0.02,305,1915,84.93,14.21,8.5001
unit_8,11/28/2015 12:00,0,20.0071,0.7016,,491.19,606.79,1480.94,1241.44,9.35,13.64,334.84,2323.86,8708.94,1.08,44.24,314.85,2387.96,8059.66,9.1978,0.02,364,2324,100,24.65,14.7337
unit_10,10/6/2017 12:00,0,10.007,0.2515,High,489.05,604.2,1494.7,1305.74,10.52,15.47,395.78,2318.79,8774.36,1.26,45.12,372.28,2388.07,8140.55,8.5765,0.03,368,2319,100,28.6,17.1801
unit_9,7/30/2016 12:00,0,0.0024,-0.0004,High,,,1582.82,1406.46,14.62,21.57,550.07,2387.33,9036.65,1.3,47.27,518.92,2387.29,8116.32,8.4197,0.03,389,2388,100,38.71,23.3272
unit_1,12/24/2017 12:00,0,42.002,0.841,High,445,549.2,1355.38,1111.85,3.91,5.7,139.17,2212.01,8321.83,1.02,41.64,130.84,2388.06,8091.27,9.3203,0.02,329,2212,100,10.52,6.4079
unit_6,7/23/2016 12:00,0,0.0011,0.0002,High,518.67,641.91,1592.29,1401.02,14.62,21.51,554.76,2388.01,9060.45,1.3,47.23,,2388,8147.35,,0.03,391,2388,100,39.03,23.3565
unit_5,8/10/2014 12:00,0,20.0023,0.7,High,,607.16,1468.28,1237.56,9.35,13.61,333.05,2323.7,8704.4,1.07,44.06,313.28,2387.77,8050.5,9.2023,0.02,362,2324,100,24.7,14.7364
unit_2,5/16/2016 12:00,0,0.0004,0.0003,High,518.67,642.17,1581.56,1406.16,,21.56,557.26,2388.05,9060.23,1.3,47.53,524.48,2388.07,8148.21,8.3211,0.03,391,,100,38.96,23.4931
unit_7,9/26/2015 12:00,0,-0.0014,-0.0003,High,518.67,642.98,1592.7,1411.18,14.62,21.58,562.64,2388.31,9099.53,1.31,47.9,530.74,2388.26,8172.31,8.2894,0.03,396,2388,100,39.53,
unit_5,7/15/2015 12:00,0,,0.001,,518.67,643.51,1599.03,1421.51,14.62,21.58,565.02,2388.43,9104.6,1.31,47.99,532.74,2388.4,8178.07,8.2611,0.03,396,2388,,39.42,23.7641
unit_5,2/16/2015 12:00,0,0.0026,0.001,High,518.67,641.94,,1399.48,14.62,21.58,556.04,2388.04,9057.49,1.3,47.14,523.63,,8142.47,8.3756,0.03,392,2388,100,39.08,23.4468
unit_4,1/24/2016 12:00,0,-0.0028,0.0001,High,518.67,642.22,1583.63,1400.28,14.62,21.59,555.47,2387.99,9059.29,1.3,47.02,,2388,8139.18,8.388,0.03,390,,100,39.27,23.4377
unit_3,3/3/2017 12:00,0,-0.0045,-0.0003,High,518.67,642.47,1594.38,1412.18,14.62,21.57,559.17,2388.14,9084.59,1.31,47.65,527.21,2388.19,8157.89,8.2895,0.03,392,2388,100,39.37,23.4932
unit_2,1/19/2016 12:00,0,,-0.0004,High,518.67,642.35,1583.49,1395.86,14.62,21.57,553.97,2388,9050.96,1.3,47.17,521.37,2387.96,8137.69,8.3723,0.03,389,2388,100,38.95,23.3937
unit_10,6/1/2018 12:00,0,20.0057,0.701,High,491.19,607.17,1486.17,1255.07,9.35,13.61,339.57,2324.36,8752.39,1.09,44.73,320.19,2388.5,8092.57,9.0929,0.03,365,2324,100,24.59,14.9836
unit_2,5/27/2015 12:00,0,0.0007,0.0005,High,518.67,641.87,1577.81,1392.92,14.62,21.56,550.79,2387.8,9041.36,1.3,47.16,518.71,2387.81,8123.25,8.3943,0.03,390,2388,100,38.93,23.3457
unit_5,7/3/2015 12:00,0,41.998,0.84,High,445,549.36,1357.02,1135.73,3.91,5.69,141.11,2212.4,8365.74,1.04,42.32,133.07,2388.46,8125.65,9.1297,0.02,333,2212,100,10.77,6.4247
unit_3,4/16/2017 12:00,0,-0.0021,0,High,518.67,643.28,1605.52,1415.01,14.62,,564.9,2388.38,9107.14,1.31,47.83,532.36,2388.38,8176.01,8.2722,0.03,395,2388,,39.6,23.5727
unit_7,1/11/2015 12:00,0,0.0001,-0.0001,High,518.67,642.02,1581.67,1392.94,14.62,21.59,554.61,2387.98,9053.7,1.3,46.99,,2387.94,8138.54,8.3717,,391,2388,100,39.11,23.3566
unit_6,7/18/2016 12:00,0,0.001,0.0005,High,518.67,642.64,1578.99,1394.75,14.62,21.51,554.59,2388.02,9049.86,1.3,47.33,522.73,2388.05,8148.21,8.3139,0.03,393,2388,100,38.93,23.4206
unit_1,4/3/2018 12:00,0,0.0007,0,High,518.67,642.19,1582.88,1397.71,14.62,21.59,556.51,2388.06,9067.32,1.3,47.31,524.03,2388.06,8143,8.3735,0.03,391,2388,100,39.12,23.5271
unit_10,9/21/2017 12:00,0,42.0021,0.8413,High,445,549.03,1351.77,1117.15,3.91,5.7,139.05,2211.96,8321.6,1.02,41.88,130.78,2388.07,8084.69,9.3379,0.02,,2212,100,10.72,6.425
unit_6,7/18/2015 12:00,0,,0.0004,High,518.67,641.62,,1396.5,14.62,21.58,552.27,2387.99,9035.48,1.3,47,520.61,2387.97,8129.74,8.3911,0.03,391,2388,100,38.83,23.2801
unit_9,1/17/2017 12:00,0,-0.0046,0.0003,High,518.67,641.61,1575.83,1395.19,14.62,21.57,552.54,2387.92,9053.56,1.3,47.05,520.63,2387.9,8130.84,8.3825,0.03,391,2388,100,38.93,23.3742
unit_6,8/8/2015 12:00,0,0.0004,0,High,518.67,642,1574.44,,14.62,,552.89,2387.99,9042.09,,46.99,520.57,2387.93,8128.91,,0.03,,2388,100,39.05,23.3449
unit_1,7/3/2018 12:00,0,24.9988,0.62,Low,462.54,536.44,,1046.86,7.05,9,176.48,1915.53,8020.83,0.94,36.61,165.54,2028.39,7884.53,10.7707,0.02,306,1915,84.93,14.49,8.5275
unit_2,12/10/2015 12:00,0,0.0005,0.0004,High,518.67,641.83,1583.11,1396.4,14.62,21.57,552.67,2387.94,9046.25,1.3,46.9,521.44,,8133.62,8.4121,0.03,390,2388,100,38.96,23.3404
unit_6,9/8/2015 12:00,0,0,-0.0001,High,518.67,642.22,1579.43,1391.61,14.62,21.58,553,2387.93,,1.3,46.89,520.45,2387.95,8134.09,8.4493,0.03,393,2388,100,39.16,23.3271
unit_6,12/20/2015 12:00,0,-0.0006,-0.0002,High,518.67,,1579.24,1388.02,14.62,21.57,552.76,2387.91,9044.24,1.3,47.05,520.83,2387.9,8132.67,8.3984,0.03,390,2388,100,39.1,
unit_7,8/9/2014 12:00,0,-0.0011,0.0001,High,518.67,642.27,,1392.9,14.62,21.6,554.26,2387.99,9050,1.3,,522,2388.01,8134.17,8.4091,0.03,392,2388,100,39.19,23.5381
unit_8,1/20/2016 12:00,0,0.002,0,High,518.67,642.41,1590.28,1398.53,14.62,21.6,554.01,2387.98,9044.2,1.3,47.11,521.74,2387.98,8133.29,8.3623,0.03,393,2388,100,39.02,23.3634
unit_8,8/9/2016 12:00,0,0.0009,0,High,518.67,641.94,1587.51,1405.84,14.62,21.59,556.38,2388.1,9060.45,1.3,47.25,524.06,,8143.28,8.3595,0.03,393,2388,100,39.09,23.4861
unit_6,,0,-0.0001,-0.0003,High,518.67,643,1603.16,1416.32,14.62,21.47,562.38,2388.29,9106.82,1.31,48,529.55,2388.28,8176.66,8.227,0.03,397,2388,100,39.49,23.6235
unit_2,7/1/2015 12:00,0,0.0017,-0.0001,High,518.67,642.17,1583.17,1396.1,14.62,21.57,550.86,,9034.1,1.3,,,2387.43,8119.84,8.4139,,390,2388,100,38.61,23.2351
unit_1,8/3/2017 12:00,0,41.999,0.84,,445,549.08,1353.04,1126.05,3.91,5.71,138.81,2211.99,8311.15,1.02,41.81,131.02,2388.06,8085.26,9.2872,0.02,330,,100,10.64,6.3643
unit_2,5/18/2016 12:00,0,-0.0024,0.0002,High,518.67,642.27,1593.93,1407.56,14.62,21.57,557.54,2388.06,9076.46,1.3,47.33,525.08,2388.08,8146.78,8.337,0.03,,2388,100,39.39,23.4878
unit_3,5/19/2016 12:00,0,-0.0039,0.0002,High,518.67,642.09,1577.99,1401.1,14.62,21.58,550.54,2387.56,9037.3,1.3,47.16,519.01,2387.55,8120.81,8.4484,,391,2388,100,38.54,23.2476
unit_5,11/2/2014 12:00,0,42.0042,0.84,High,445,549.31,1344.18,1113.07,3.91,5.69,138,2211.93,8312.98,1.01,41.66,129.97,2388.04,8074.98,9.3612,0.02,329,2212,100,10.61,6.479
unit_6,9/3/2016 12:00,0,0.0041,0.0004,High,518.67,642.09,1591.86,1409.72,14.62,21.49,556.85,2388.17,9078.91,1.3,47.48,525.13,2388.15,8159.48,8.2976,0.03,394,2388,100,39.17,23.4962
unit_6,1/20/2016 12:00,0,0.0012,-0.0001,,518.67,641.57,1576.12,1395.7,14.62,21.57,552.8,2387.92,9046.51,1.3,46.85,520.27,2387.95,8130.29,8.3406,0.03,391,2388,100,39.04,23.3931
unit_8,1/18/2016 12:00,0,,0.62,Low,462.54,536.37,1256.06,,,9.01,175.08,1915.29,8001.23,,,164.22,2028.15,7872.82,10.8344,0.02,305,1915,84.93,14.27,8.6994
unit_4,9/19/2016 12:00,0,0.0039,0.0002,High,518.67,641.75,1584.32,,14.62,21.58,557.32,2388.04,9065.69,1.3,47.27,525.53,2388.09,8148.02,8.3158,0.03,390,2388,100,39.36,23.4801
unit_2,6/7/2015 12:00,0,0.0008,0.0003,High,518.67,642.51,1574.72,1397.09,14.62,,550.57,2387.83,9041.39,1.3,47.09,518.27,2387.83,,8.404,0.03,390,2388,100,38.76,23.2677
unit_6,1/24/2016 12:00,0,0.0002,0.0003,High,518.67,641.68,1575.55,1399.52,14.62,21.56,552.74,2387.9,9044.54,,46.88,519.56,2387.92,8133.85,8.3944,0.03,391,2388,100,38.87,23.3852
unit_9,5/1/2017 12:00,0,-0.001,-0.0003,High,518.67,642.45,1574.52,,14.62,,555.07,2388.01,9055.82,,47.27,522.55,2388.04,8141.59,8.3696,0.03,390,2388,100,39.15,23.358
unit_6,4/11/2016 12:00,0,0.0038,-0.0004,High,,641.85,1578.76,1394.53,14.62,21.55,,2387.92,9054.9,1.3,47.28,,2387.98,8132.67,8.3901,0.03,392,2388,100,38.94,23.5584
unit_4,9/20/2016 12:00,0,-0.003,0.0004,High,518.67,643.11,1585.21,,14.62,21.58,558.17,2388.08,9069.59,1.3,47.62,525.6,2388.04,8154.92,8.2996,0.03,392,2388,100,39.27,23.5704
unit_1,8/15/2018 12:00,0,42.0052,0.84,High,445,549.46,1350.63,1131.07,3.91,5.69,140.75,2212.22,8351.91,1.03,42.4,131.88,2388.34,8112.36,9.1913,0.02,333,2212,100,10.75,6.369
unit_1,5/3/2017 12:00,0,25.0072,0.62,Low,462.54,536.25,1265.35,1038.79,7.05,,175.14,1915.34,8001.56,0.94,,164.8,2028.3,7874.96,10.8202,0.02,307,1915,84.93,14.28,8.5331
unit_6,8/24/2015 12:00,0,-0.0028,0.0004,High,518.67,641.95,1575.36,1388.47,14.62,21.58,553.29,2387.87,9049.94,1.3,46.96,521,2387.9,8131.04,8.358,0.03,389,2388,100,,23.3578
unit_8,7/9/2016 12:00,0,10.0041,0.2518,High,489.05,604.43,1500.03,1300.5,10.52,15.48,395.29,2318.85,8786.55,1.26,,372.34,2388.07,8137.08,8.5996,0.03,369,2319,100,28.82,17.2258
unit_2,8/12/2016 12:00,0,-0.002,,High,518.67,643.46,1598.06,1419.81,14.62,21.57,564.52,2388.36,9101.03,1.31,48.02,533.04,2388.37,8178.29,8.256,0.03,394,2388,100,39.35,23.5908
unit_1,8/27/2018 12:00,0,35.0025,0.8405,High,449.44,556.01,1374.09,1135.48,5.48,7.98,198.31,2223.38,8379.74,1.04,42.08,185.92,2388.5,8100.19,9.1293,0.02,336,2223,100,15.18,8.9739
unit_9,7/4/2016 12:00,0,-0.0022,0,High,518.67,642.3,1583.02,1403.57,14.62,21.58,553.14,2387.9,9050.96,,46.9,520.59,2387.93,8134.68,8.3936,0.03,390,2388,100,38.86,23.2834
unit_7,12/18/2014 12:00,0,0.0023,-0.0001,High,518.67,641.73,1584.71,1395.76,14.62,21.59,,2388,9057.42,,47.22,522.47,2387.95,8137.71,8.3865,0.03,392,2388,100,39.1,23.4449
unit_1,11/18/2017 12:00,0,42.0062,0.84,High,445,548.9,1346.36,1114.77,3.91,5.7,138.69,2211.95,8326.52,1.02,41.89,130.75,2388.08,8086.14,9.3408,0.02,330,2212,100,10.69,6.3836
unit_1,5/9/2017 12:00,0,25.0058,0.62,Low,462.54,536.52,1259.61,1041.19,7.05,9.02,175.97,1915.4,8005.1,0.94,36.44,165.16,2028.26,7866.5,10.8413,0.02,305,1915,84.93,14.44,8.4891
unit_10,8/24/2017 12:00,0,,0.8406,High,445,548.74,1348.83,1115.73,3.91,5.69,139.04,2211.97,8315.42,1.02,41.77,130.83,2388.09,8075.57,9.3385,0.02,329,2212,100,10.48,6.3911
unit_9,11/8/2016 12:00,0,0.0003,0.0003,,,642.14,1581.12,1392.56,14.62,21.57,552.71,2387.93,9043.91,1.3,47.06,520.2,2387.86,8132.23,8.414,0.03,392,2388,100,38.86,23.3337
unit_4,12/26/2016 12:00,0,-0.0035,0.0001,High,518.67,643.18,1600.01,1414.31,14.62,21.57,563.93,2388.33,9100.45,1.31,47.96,,2388.3,8180.51,,0.03,395,2388,100,39.47,23.6995
unit_6,9/19/2016 12:00,0,0.001,-0.0002,High,518.67,643.14,1600.29,1413.62,14.62,,560.06,2388.22,9097.96,,47.77,527,2388.27,8169.42,8.2392,0.03,396,2388,100,39.25,23.4993
unit_7,10/2/2015 12:00,0,-0.0025,0.0002,High,518.67,642.46,1593.25,1420.06,14.62,21.57,563.36,2388.33,9101.8,1.31,47.79,531.18,2388.36,8169.91,8.3075,0.03,396,2388,,39.39,23.6466
unit_6,12/1/2015 12:00,0,-0.0009,0.0003,High,518.67,642.23,1582.23,1396.3,14.62,21.57,552.78,2387.95,9041.53,1.3,47.22,520.17,2387.87,8128.89,8.3906,0.03,,2388,100,38.92,23.4005
unit_7,5/27/2015 12:00,0,0.0014,-0.0004,High,,642.19,1584.15,1397.21,14.62,21.58,555.5,2388.1,9064.55,1.3,47.12,523.23,2388.03,8141.87,8.3486,0.03,393,2388,100,39.01,23.5239
unit_8,7/13/2016 12:00,0,41.9981,0.84,High,445,549.29,1345.3,1117.75,3.91,5.7,138.81,2212.01,8320.07,1.02,41.79,130.48,2388.06,8087.48,9.3157,0.02,329,2212,100,10.42,6.481
unit_2,5/14/2015 12:00,0,-0.0005,-0.0005,High,518.67,642.25,1579.68,1399.01,14.62,21.57,550.55,2387.61,9036.75,,47.15,518.72,2387.67,8118.25,8.4318,0.03,391,2388,100,38.83,23.2436
unit_4,11/8/2016 12:00,0,-0.0029,-0.0004,High,518.67,642.79,1590.88,,14.62,21.57,559.18,2388.15,9084.45,1.3,47.62,527.37,2388.18,8157.16,8.3222,0.03,393,2388,100,,23.5934
unit_2,8/30/2016 12:00,0,0.0015,0.0001,High,518.67,643.46,1605.38,1423,14.62,21.57,567.27,2388.47,9117.85,1.31,48.01,534.73,2388.48,8180.22,8.2481,0.03,397,2388,100,39.57,23.6269
unit_2,11/28/2015 12:00,0,0.0031,-0.0002,High,518.67,641.79,1584.76,1390.8,14.62,21.57,553.66,2387.93,9051.4,1.3,47.06,520.8,2387.91,8131.36,8.3881,0.03,390,2388,100,39.08,23.3538
unit_2,8/20/2016 12:00,0,,-0.0004,High,518.67,642.94,,1416.91,14.62,21.57,565.46,2388.43,9107.09,1.31,48.06,532.92,2388.36,8182.13,8.2699,0.03,395,2388,100,39.43,23.7439
unit_2,4/24/2015 12:00,0,-0.0044,0,High,518.67,641.77,1570.81,1400.79,14.62,21.57,551.25,2387.38,9038.3,1.3,47.18,519.16,2387.3,8125.14,8.3979,0.03,390,,100,38.85,23.3448
unit_7,1/27/2015 12:00,0,0.0011,0.0002,High,518.67,641.79,1582.89,1396.65,14.62,21.59,554.76,2387.95,9053.36,1.3,47.18,521.89,2388.03,8136.58,8.4034,0.03,392,2388,100,38.92,23.346
unit_10,12/31/2017 12:00,0,10.0071,0.2508,High,489.05,604.28,1494.73,1301.26,10.52,15.46,,2318.89,8783.22,1.26,45.11,372.93,2388.09,8140.15,8.6028,0.03,370,2319,100,28.71,17.2242
unit_7,2/12/2015 12:00,0,0.0024,-0.0003,High,518.67,642.27,1589.32,1398.68,14.62,21.59,554.04,2387.95,9054.51,1.3,47,522.1,2388.01,8132.05,8.3894,0.03,391,2388,100,,23.4523
unit_7,8/20/2014 12:00,0,-0.0022,0.0001,High,518.67,642.06,1587.11,1391.65,14.62,21.59,554.56,2387.97,9046.74,1.3,47.07,522.19,2387.95,8126.99,8.4075,,390,2388,100,39.06,23.4246
unit_7,7/20/2015 12:00,0,0.0031,-0.0002,High,518.67,642.66,1586.7,1399.73,14.62,21.58,557.89,2388.06,9067.84,1.3,47.44,525.78,2388.13,8150.6,8.3635,0.03,392,2388,100,39.13,23.5852
unit_9,3/11/2017 12:00,0,0.0007,-0.0005,High,518.67,641.6,1580.37,1395.96,14.62,21.56,553.97,2388.01,9045.34,1.3,47.19,521.78,2387.93,8139.16,8.3504,0.03,389,2388,100,,23.5072
unit_5,8/22/2014 12:00,0,41.9985,0.84,High,445,549.42,1354.23,1112.51,3.91,5.7,137.83,2211.92,8304.44,1.01,41.75,129.66,2387.97,8072.49,9.374,0.02,328,2212,100,10.4,6.3727
unit_6,7/13/2016 12:00,0,0.0013,-0.0004,High,518.67,642.55,1579.61,1397.43,14.62,21.52,554.37,2387.99,9065,1.3,47.19,522.42,2388.03,8141.05,8.3926,0.03,390,2388,100,38.92,23.4
unit_2,4/21/2015 12:00,0,-0.0036,0.0004,High,518.67,642.01,1579.1,1396.54,14.62,21.57,550.91,2387.37,9035.51,1.3,47.2,519.17,2387.41,8121.7,8.3969,,392,2388,,38.81,23.1945
unit_10,11/5/2017 12:00,0,10.0022,0.25,High,489.05,604.24,1500.48,1293.56,10.52,15.46,395.93,2318.87,8784.85,1.26,45.2,372.92,2388.03,8136.46,8.5591,0.03,369,2319,100,28.52,17.1872
unit_1,9/28/2018 12:00,0,42.008,0.8407,,445,549.93,1357.15,1133.3,3.91,5.69,142.22,2212.42,8369.5,1.04,42.63,133.57,2388.46,8125.1,9.1349,0.02,332,2212,100,10.93,6.4927
unit_6,4/21/2016 12:00,0,-0.0002,-0.0002,High,518.67,642.25,1579.56,1396.5,,21.55,552.33,2387.92,9042.46,1.3,47.11,520.73,2387.91,8131.55,8.378,0.03,391,2388,100,38.87,23.3765
unit_9,9/2/2016 12:00,0,0.0014,-0.0001,High,518.67,641.85,1576.55,1393.66,14.62,21.57,552.53,2387.95,9047.36,1.3,47.12,519.87,2387.93,8126.23,8.4073,0.03,391,2388,100,38.76,23.3307
unit_5,3/3/2015 12:00,0,42.0059,0.84,High,445,,,1120.31,3.91,5.69,138.94,2212.01,,1.02,41.76,130.14,2388.13,8094.31,,0.02,330,2212,100,10.5,6.4112
unit_5,2/14/2015 12:00,0,42.0035,0.8402,High,,,1354.04,1117.32,3.91,5.69,137.57,2212.01,8317.76,1.02,41.88,130.55,2388.1,8080.14,9.2957,0.02,330,2212,100,10.8,6.4306
unit_8,7/5/2016 12:00,0,42.0079,0.84,High,445,549.58,1351.34,1121.21,3.91,5.7,138.73,2212,8322.73,1.02,41.77,130.6,,8084.29,9.2991,0.02,329,2212,100,10.66,6.4174
unit_8,12/18/2016 12:00,0,20.0016,0.7,High,491.19,607.82,1494.99,1261.63,9.35,13.63,342.05,2324.61,8777.03,1.1,44.83,322.54,2388.71,8108.25,9.0273,0.03,367,2324,100,24.94,14.9296
unit_4,7/14/2016 12:00,0,-0.0023,-0.0002,High,518.67,641.97,1588.49,1408,14.62,21.58,,2388.04,9063.42,1.3,47.21,523.44,2388.09,8140.08,8.387,0.03,391,2388,100,39.1,23.4558
unit_1,6/5/2017 12:00,0,20.0038,0.7,High,491.19,607.09,1486.42,1243.85,9.35,,335.72,2323.9,8716.68,1.08,44.33,315.58,2388.06,8067.33,9.1279,0.02,364,2324,100,24.64,14.8485
unit_1,5/21/2018 12:00,0,42.0004,0.84,High,,549.44,1357.73,1125.07,3.91,5.7,139.09,2212.13,8336.13,1.03,41.92,131,2388.19,8102.95,9.2607,0.02,329,2212,100,10.46,6.4689
unit_1,1/19/2018 12:00,0,34.999,,High,449.44,554.99,1370.44,1129.02,5.48,7.99,195.01,2222.97,8354.77,1.03,41.74,,2388.16,8071.47,9.2313,0.02,333,2223,100,15.04,8.9192
